FileName_OrigDNA,FileName_OrigDen,FileName_OrigPuncta,Group_Index,Group_Number,Metadata_Plate,Metadata_Site,Metadata_Well,Metadata_WellCol,Metadata_WellRow,PathName_OrigDNA,PathName_OrigDen,PathName_OrigPuncta
D - 8(fld 2 wv D360_40X - HQ535_50M).tif,D - 8(fld 2 wv S475_20X - HQ535_50M).tif,D - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,284,1,Plate 13,2,D8,8,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
D - 8(fld 3 wv D360_40X - HQ535_50M).tif,D - 8(fld 3 wv S475_20X - HQ535_50M).tif,D - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,285,1,Plate 13,3,D8,8,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
D - 8(fld 4 wv D360_40X - HQ535_50M).tif,D - 8(fld 4 wv S475_20X - HQ535_50M).tif,D - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,286,1,Plate 13,4,D8,8,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
D - 8(fld 5 wv D360_40X - HQ535_50M).tif,D - 8(fld 5 wv S475_20X - HQ535_50M).tif,D - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,287,1,Plate 13,5,D8,8,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
D - 8(fld 6 wv D360_40X - HQ535_50M).tif,D - 8(fld 6 wv S475_20X - HQ535_50M).tif,D - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,288,1,Plate 13,6,D8,8,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 1 wv D360_40X - HQ535_50M).tif,E - 5(fld 1 wv S475_20X - HQ535_50M).tif,E - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,289,1,Plate 13,1,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 2 wv D360_40X - HQ535_50M).tif,E - 5(fld 2 wv S475_20X - HQ535_50M).tif,E - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,290,1,Plate 13,2,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 3 wv D360_40X - HQ535_50M).tif,E - 5(fld 3 wv S475_20X - HQ535_50M).tif,E - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,291,1,Plate 13,3,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 4 wv D360_40X - HQ535_50M).tif,E - 5(fld 4 wv S475_20X - HQ535_50M).tif,E - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,292,1,Plate 13,4,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 5 wv D360_40X - HQ535_50M).tif,E - 5(fld 5 wv S475_20X - HQ535_50M).tif,E - 5(fld 5 wv HQ620_60X - HQ700_75M).tif,293,1,Plate 13,5,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 5(fld 6 wv D360_40X - HQ535_50M).tif,E - 5(fld 6 wv S475_20X - HQ535_50M).tif,E - 5(fld 6 wv HQ620_60X - HQ700_75M).tif,294,1,Plate 13,6,E5,5,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 1 wv D360_40X - HQ535_50M).tif,E - 6(fld 1 wv S475_20X - HQ535_50M).tif,E - 6(fld 1 wv HQ620_60X - HQ700_75M).tif,295,1,Plate 13,1,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 2 wv D360_40X - HQ535_50M).tif,E - 6(fld 2 wv S475_20X - HQ535_50M).tif,E - 6(fld 2 wv HQ620_60X - HQ700_75M).tif,296,1,Plate 13,2,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 3 wv D360_40X - HQ535_50M).tif,E - 6(fld 3 wv S475_20X - HQ535_50M).tif,E - 6(fld 3 wv HQ620_60X - HQ700_75M).tif,297,1,Plate 13,3,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 4 wv D360_40X - HQ535_50M).tif,E - 6(fld 4 wv S475_20X - HQ535_50M).tif,E - 6(fld 4 wv HQ620_60X - HQ700_75M).tif,298,1,Plate 13,4,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 5 wv D360_40X - HQ535_50M).tif,E - 6(fld 5 wv S475_20X - HQ535_50M).tif,E - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,299,1,Plate 13,5,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 6(fld 6 wv D360_40X - HQ535_50M).tif,E - 6(fld 6 wv S475_20X - HQ535_50M).tif,E - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,300,1,Plate 13,6,E6,6,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 1 wv D360_40X - HQ535_50M).tif,E - 7(fld 1 wv S475_20X - HQ535_50M).tif,E - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,301,1,Plate 13,1,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 2 wv D360_40X - HQ535_50M).tif,E - 7(fld 2 wv S475_20X - HQ535_50M).tif,E - 7(fld 2 wv HQ620_60X - HQ700_75M).tif,302,1,Plate 13,2,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 3 wv D360_40X - HQ535_50M).tif,E - 7(fld 3 wv S475_20X - HQ535_50M).tif,E - 7(fld 3 wv HQ620_60X - HQ700_75M).tif,303,1,Plate 13,3,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 4 wv D360_40X - HQ535_50M).tif,E - 7(fld 4 wv S475_20X - HQ535_50M).tif,E - 7(fld 4 wv HQ620_60X - HQ700_75M).tif,304,1,Plate 13,4,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 5 wv D360_40X - HQ535_50M).tif,E - 7(fld 5 wv S475_20X - HQ535_50M).tif,E - 7(fld 5 wv HQ620_60X - HQ700_75M).tif,305,1,Plate 13,5,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 7(fld 6 wv D360_40X - HQ535_50M).tif,E - 7(fld 6 wv S475_20X - HQ535_50M).tif,E - 7(fld 6 wv HQ620_60X - HQ700_75M).tif,306,1,Plate 13,6,E7,7,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 1 wv D360_40X - HQ535_50M).tif,E - 8(fld 1 wv S475_20X - HQ535_50M).tif,E - 8(fld 1 wv HQ620_60X - HQ700_75M).tif,307,1,Plate 13,1,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 2 wv D360_40X - HQ535_50M).tif,E - 8(fld 2 wv S475_20X - HQ535_50M).tif,E - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,308,1,Plate 13,2,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 3 wv D360_40X - HQ535_50M).tif,E - 8(fld 3 wv S475_20X - HQ535_50M).tif,E - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,309,1,Plate 13,3,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 4 wv D360_40X - HQ535_50M).tif,E - 8(fld 4 wv S475_20X - HQ535_50M).tif,E - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,310,1,Plate 13,4,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 5 wv D360_40X - HQ535_50M).tif,E - 8(fld 5 wv S475_20X - HQ535_50M).tif,E - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,311,1,Plate 13,5,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
E - 8(fld 6 wv D360_40X - HQ535_50M).tif,E - 8(fld 6 wv S475_20X - HQ535_50M).tif,E - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,312,1,Plate 13,6,E8,8,E,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 1 wv D360_40X - HQ535_50M).tif,F - 5(fld 1 wv S475_20X - HQ535_50M).tif,F - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,313,1,Plate 13,1,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 2 wv D360_40X - HQ535_50M).tif,F - 5(fld 2 wv S475_20X - HQ535_50M).tif,F - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,314,1,Plate 13,2,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 3 wv D360_40X - HQ535_50M).tif,F - 5(fld 3 wv S475_20X - HQ535_50M).tif,F - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,315,1,Plate 13,3,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 4 wv D360_40X - HQ535_50M).tif,F - 5(fld 4 wv S475_20X - HQ535_50M).tif,F - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,316,1,Plate 13,4,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 5 wv D360_40X - HQ535_50M).tif,F - 5(fld 5 wv S475_20X - HQ535_50M).tif,F - 5(fld 5 wv HQ620_60X - HQ700_75M).tif,317,1,Plate 13,5,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 5(fld 6 wv D360_40X - HQ535_50M).tif,F - 5(fld 6 wv S475_20X - HQ535_50M).tif,F - 5(fld 6 wv HQ620_60X - HQ700_75M).tif,318,1,Plate 13,6,F5,5,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 1 wv D360_40X - HQ535_50M).tif,F - 6(fld 1 wv S475_20X - HQ535_50M).tif,F - 6(fld 1 wv HQ620_60X - HQ700_75M).tif,319,1,Plate 13,1,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 2 wv D360_40X - HQ535_50M).tif,F - 6(fld 2 wv S475_20X - HQ535_50M).tif,F - 6(fld 2 wv HQ620_60X - HQ700_75M).tif,320,1,Plate 13,2,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 3 wv D360_40X - HQ535_50M).tif,F - 6(fld 3 wv S475_20X - HQ535_50M).tif,F - 6(fld 3 wv HQ620_60X - HQ700_75M).tif,321,1,Plate 13,3,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 4 wv D360_40X - HQ535_50M).tif,F - 6(fld 4 wv S475_20X - HQ535_50M).tif,F - 6(fld 4 wv HQ620_60X - HQ700_75M).tif,322,1,Plate 13,4,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 5 wv D360_40X - HQ535_50M).tif,F - 6(fld 5 wv S475_20X - HQ535_50M).tif,F - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,323,1,Plate 13,5,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 6(fld 6 wv D360_40X - HQ535_50M).tif,F - 6(fld 6 wv S475_20X - HQ535_50M).tif,F - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,324,1,Plate 13,6,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
F - 7(fld 1 wv D360_40X - HQ535_50M).tif,F - 7(fld 1 wv S475_20X - HQ535_50M).tif,F - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,325,1,Plate 13,1,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 13
